"BR","UF ","Tipo de trecho","Desc Coinc","Código","Local de Início","Local de Fim","km inicial","km final","Extensão","Superfície Federal","Obras","Federal Coincidente","Administração","Ato legal","Estadual Coincidente","Superfície Est. Coincidente","Jurisdição","Superfície","Unidade Local"
"427","RN","Eixo Principal","-","427BRN0200","ENTR BR-110(B)","DIV RN/PB","160.9","164.7","3.8","PAV","","427BRN0200","Federal","","","","Federal","PAV","Currais Novos"
"427","RN","Travessia Urbana","-","427URN1005","R. JOAQUIM JOSÉ (ACARÍ)","R. JOÃO SOARES DE MEDEIROS (ACARÍ)","0","1","1","PAV","","427URN1005","Federal","","","","Federal","PAV","Currais Novos"
"428","PE","Eixo Principal","Coinc","428BPE0010","ENTR BR-116/316(A)","ENTR BR-316(B) (CABROBÓ)","0","10.6","10.6","PAV","","316BPE0690;428BPE0010","Federal","","","","Federal","PAV","Salgueiro"
"428","PE","Eixo Principal","-","428BPE0030","ENTR BR-316(B) (CABROBÓ)","ENTR PE-570 (P/SANTA MARIA DA BOA VISTA)","10.6","89.5","78.9","PAV","","428BPE0030","Federal","","","","Federal","PAV","Petrolina"
"428","PE","Eixo Principal","-","428BPE0050","ENTR PE-570 (P/SANTA MARIA DA BOA VISTA)","ENTR BR-122(A) (LAGOA GRANDE)","89.5","140.2","50.7","PAV","","428BPE0050","Federal","","","","Federal","PAV","Petrolina"
"428","PE","Eixo Principal","Coinc","428BPE0060","ENTR BR-122(A) (LAGOA GRANDE)","ENTR BR-122(B)/407(B)/428(B) (DIV PE/BA) (FIM PONTE S/RIO S FRANCISCO)","140.2","193.8","53.6","PAV","","122BPE0360;428BPE0060","Federal","","","","Federal","PAV","Petrolina"
"428","PE","Eixo Principal","Coinc","428BPE0065","ENTR BR-122(B)/407(B)/428(B) (DIV PE/BA) (FIM PONTE S/RIO S FRANCISCO)","INÍCIO PONTE S/RIO SÃO FRANCISCO (PETROLINA)","193.8","196.8","3","PAV","","122BPE0365;235BPE0275;407BPE0260;428BPE0065","Federal","","","","Federal","PAV","Petrolina"
"428","PE","Eixo Principal","Coinc","428BPE0070","INÍCIO PONTE S/RIO SÃO FRANCISCO (PETROLINA)","ENTR BR-122(B)/407(B)/428(B) (DIV PE/BA) (FIM PONTE S/RIO S FRANCISCO)","196.8","197.6","0.8","PAV","","122BPE0370;235BPE0270;407BPE0270;428BPE0070","Federal","","","","Federal","PAV","Petrolina"
"428","PE","Contorno","-","428CPE2005","ACESSO NORTE OROCÓ","ACESSO SUL OROCÓ","0","1.9","1.9","PLA","","428CPE2005","Federal","","","","Federal","PLA",""
"428","PE","Contorno","-","428CPE3005","ACESSO NORTE STA MARIA DA BOA VISTA","ACESSO SUL STA MARIA DA BOA VISTA","0","3.9","3.9","PLA","","428CPE3005","Federal","","","","Federal","PLA",""
"429","RO","Eixo Principal","-","429BRO0020","ENTR BR-364/429 (ACESSO SUL PRESIDENTE MÉDICI)","ENTR RO-135 (P/JI-PARANÁ)","0","12","12","PAV","","429BRO0020","Federal","","","","Federal","PAV","Ji-Paraná"
"429","RO","Eixo Principal","-","429BRO0031","ENTR RO-135 (P/JI-PARANÁ)","PONTE SOBRE O RIO SÃO JOSE","12","36","24","PAV","","429BRO0031","Federal","","","","Federal","PAV","Ji-Paraná"
"429","RO","Eixo Principal","-","429BRO0033","PONTE SOBRE O RIO SÃO JOSE","ENTR RO-010(A) (P/URUPÁ)","36","41.4","5.4","PAV","","429BRO0033","Federal","","","","Federal","PAV","Ji-Paraná"
"429","RO","Eixo Principal","-","429BRO0035","ENTR RO-010(A) (P/URUPÁ)","ENTR RO-473 (ALVORADA DO OESTE)","41.4","51.2","9.8","PAV","","429BRO0035","Federal","","","","Federal","PAV","Ji-Paraná"
"429","RO","Eixo Principal","-","429BRO0040","ENTR RO-473 (ALVORADA DO OESTE)","ENTR RO-010(B) (P/NOVA BRASILÂNDIA)","51.2","63.2","12","PAV","","429BRO0040","Federal","","","","Federal","PAV","Ji-Paraná"
"429","RO","Eixo Principal","-","429BRO0050","ENTR RO-010(B) (P/NOVA BRASILÂNDIA)","ENTR RO-481 (SÃO MIGUEL DO GUAPORÉ)","63.2","118.3","55.1","PAV","","429BRO0050","Federal","","","","Federal","PAV","Ji-Paraná"
"429","RO","Eixo Principal","-","429BRO0070","ENTR RO-481 (SÃO MIGUEL DO GUAPORÉ)","SERINGUEIRAS","118.3","157.3","39","PAV","","429BRO0070","Federal","","","","Federal","PAV","Ji-Paraná"
"429","RO","Eixo Principal","-","429BRO0090","SERINGUEIRAS","ENTR RO-377 ACESSO PORTO MURTINHO (SÃO FRANCISCO DO GUAPORÉ)","157.3","215.1","57.8","PAV","","429BRO0090","Federal","","","","Federal","PAV","Ji-Paraná"
"429","RO","Eixo Principal","-","429BRO0095","ENTR RO-377 ACESSO PORTO MURTINHO (SÃO FRANCISCO DO GUAPORÉ)","RIO SÃO DOMINGOS","215.1","275.3","60.2","PAV","","429BRO0095","Federal","","","","Federal","PAV","Ji-Paraná"
"429","RO","Eixo Principal","-","429BRO0100","RIO SÃO DOMINGOS","FRONT BRASIL/BOLIVIA (COSTA MARQUES)","275.3","339.2","63.9","PAV","","429BRO0100","Federal","","","","Federal","PAV","Ji-Paraná"
"430","BA","Eixo Principal","Coinc","430BBA0010","CONTORNO DE BARREIRAS-ACESSO LESTE","ENTR BA-464 (P/BAIANÓPOLIS)","0","37.6","37.6","PAV","","242BBA0300;430BBA0010","Federal","","","","Federal","PAV","Barreiras"
"430","BA","Eixo Principal","Coinc","430BBA0030","ENTR BA-464 (P/BAIANÓPOLIS)","ENTR BR-242(B)","37.6","62.7","25.1","PAV","","242BBA0290;430BBA0030","Federal","","","","Federal","PAV","Barreiras"
"430","BA","Eixo Principal","-","430BBA0032","ENTR BR-242(B)","BAIANÓPOLIS","62.7","80.7","18","PLA","","430BBA0032","Estadual","","BA-462","LEN","Estadual","PLA",""
"430","BA","Eixo Principal","-","430BBA0034","BAIANÓPOLIS","ENTR BA-464(A)","80.7","85.3","4.6","PLA","","430BBA0034","Estadual","","BA-462","LEN","Estadual","PLA",""
"430","BA","Eixo Principal","-","430BBA0050","ENTR BA-464(A)","LAGOA CLARA","85.3","132.3","47","PLA","","430BBA0050","Estadual","","BA-464","LEN","Estadual","PLA",""
"430","BA","Eixo Principal","-","430BBA0060","LAGOA CLARA","ENTR BA-172(A)/464(B) (SANTANA)","132.3","194.4","62.1","PLA","","430BBA0060","Estadual","","BA-464","LEN","Estadual","PLA",""
"430","BA","Eixo Principal","-","430BBA0065","ENTR BA-172(A)/464(B) (SANTANA)","ENTR BA-172(B)/576(A)","194.4","200.4","6","PLA","","430BBA0065","Estadual","","BA-172","PAV","Estadual","PLA",""
"430","BA","Eixo Principal","-","430BBA0070","ENTR BA-172(B)/576(A)","ENTR BA-576(B)/161(A) (P/SÍTIO DO MATO)","200.4","250.9","50.5","PLA","","430BBA0070","Estadual","","BA-576","LEN","Estadual","PLA",""
"430","BA","Eixo Principal","-","430BBA0075","ENTR BA-576(B)/161(A) (P/SÍTIO DO MATO)","ENTR BR-349(A)/BA-161(B)","250.9","272.9","22","PLA","","430BBA0075","Estadual","","BA-161","PAV","Estadual","PLA",""
"430","BA","Eixo Principal","Coinc","430BBA0090","ENTR BR-349(A)/BA-161(B)","FIM PONTE S/ RIO SÃO FRANCISCO","272.9","282.9","10","PAV","","349BBA0631;430BBA0090","Federal","","","","Federal","PAV","Cocos"
"430","BA","Eixo Principal","Coinc","430BBA0110","FIM PONTE S/ RIO SÃO FRANCISCO","ENTR BR-349(B)/BA-160","282.9","287.8","4.9","PAV","","349BBA0630;430BBA0110","Federal","","","","Federal","PAV","Vitória da Conquista"
"430","BA","Eixo Principal","-","430BBA0120","ENTR BR-349(B)/BA-160","PONTE S/ RIACHO SANTANA (RIACHO DE SANTANA)","287.8","348.8","61","PAV","","430BBA0120","Federal","","","","Federal","PAV","Vitória da Conquista"
"430","BA","Eixo Principal","-","430BBA0130","PONTE S/ RIACHO SANTANA (RIACHO DE SANTANA)","IGAPORÁ","348.8","380.3","31.5","PAV","","430BBA0130","Federal","","","","Federal","PAV","Vitória da Conquista"
"430","BA","Eixo Principal","-","430BBA0132","IGAPORÁ","ENTR BA-156 (P/TANQUE NOVO)","380.3","387.5","7.2","PAV","","430BBA0132","Federal","","","","Federal","PAV","Vitória da Conquista"
"430","BA","Eixo Principal","-","430BBA0140","ENTR BA-156 (P/TANQUE NOVO)","ENTR BR-030/122 (CAETITÉ)","387.5","425.8","38.3","PAV","","430BBA0140","Federal","","","","Federal","PAV","Vitória da Conquista"
"431","RR","Eixo Principal","-","431BRR0005","ENTR BR-174 (JUNDIÁ)","RIO JAUAPERI","0","45.6","45.6","IMP","","431BRR0005","Federal","","","","Federal","N_PAV","Boa Vista"
"431","RR","Eixo Principal","-","431BRR0050","RIO JAUAPERI","SANTA MARIA DO BOIAÇÚ","45.6","125","79.4","PLA","","431BRR0050","Federal","","","","Federal","PLA",""
"432","RR","Eixo Principal","-","432BRR0005","ENTR BR-174/210 (NOVO PARAISO)","VILA ITÃ","0","29.9","29.9","IMP","","432BRR0005","Federal","","","","Federal","N_PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0010","VILA ITÃ","RIO ITÃ","29.9","41.3","11.4","IMP","","432BRR0010","Federal","","","","Federal","N_PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0015","RIO ITÃ","RIO BARAUNA","41.3","66","24.7","PAV","","432BRR0015","Federal","","","","Federal","PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0020","RIO BARAUNA","VILA UNIÃO","66","111","45","PAV","","432BRR0020","Federal","","","","Federal","PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0025","VILA UNIÃO","VILA FELIX PINTO","111","117.3","6.3","PAV","","432BRR0025","Federal","","","","Federal","PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0040","VILA FELIX PINTO","VILA SANTA RITA","117.3","138.3","21","PAV","","432BRR0040","Federal","","","","Federal","PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0050","VILA SANTA RITA","VILA CENTRAL","138.3","163.5","25.2","PAV","","432BRR0050","Federal","","","","Federal","PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0055","VILA CENTRAL","RIO CACHORRO","163.5","163.9","0.4","IMP","EOP","432BRR0055","Federal","","","","Federal","N_PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0060","RIO CACHORRO","ENTR RR-461(A)","163.9","169.7","5.8","IMP","EOP","432BRR0060","Federal","","","","Federal","N_PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0062","ENTR RR-461(A)","INÍCIO PONTE S/ RIO QUITAUAU","169.7","181.7","12","IMP","EOP","432BRR0062","Federal","","","","Federal","N_PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0065","INÍCIO PONTE S/ RIO QUITAUAU","ENTR RR-461(B)","181.7","183.7","2","PAV","","432BRR0065","Federal","","","","Federal","PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0070","ENTR RR-461(B)","ENTR R.RENATO COSTA DE ALMEIDA (CANTÁ)","183.7","189.9","6.2","PAV","","432BRR0070","Federal","","","","Federal","PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0075","ENTR R.RENATO COSTA DE ALMEIDA (CANTÁ)","ENTR RR-207","189.9","210.5","20.6","PAV","","432BRR0075","Federal","","","","Federal","PAV","Boa Vista"
"432","RR","Eixo Principal","-","432BRR0080","ENTR RR-207","ENTR BR-401","210.5","213","2.5","PAV","","432BRR0080","Federal","","","","Federal","PAV","Boa Vista"
"433","RR","Eixo Principal","-","433BRR0010","ENTR BR-401","COMUNIDADE RAPOSA","0","45.1","45.1","IMP","","433BRR0010","Federal","","","","Federal","N_PAV","Boa Vista"
"433","RR","Eixo Principal","-","433BRR0030","COMUNIDADE RAPOSA","ENTR RR-319","45.1","65.8","20.7","IMP","","433BRR0030","Federal","","","","Federal","N_PAV","Boa Vista"
"433","RR","Eixo Principal","-","433BRR0050","ENTR RR-319","ENTR RR-171 (PLACAS)","65.8","122.8","57","IMP","","433BRR0050","Federal","","","","Federal","N_PAV","Boa Vista"
"433","RR","Eixo Principal","-","433BRR0060","ENTR RR-171 (PLACAS)","RIO CONTIGO (CONTÃO)","122.8","123.7","0.9","IMP","","433BRR0060","Federal","","","","Federal","N_PAV","Boa Vista"
"433","RR","Eixo Principal","-","433BRR0080","RIO CONTIGO (CONTÃO)","RIO SURUMU (VILA SURUMU)","123.7","155","31.3","IMP","","433BRR0080","Federal","","","","Federal","N_PAV","Boa Vista"
"433","RR","Eixo Principal","-","433BRR0100","RIO SURUMU (VILA SURUMU)","ENTR BR-174","155","180.5","25.5","IMP","","433BRR0100","Federal","","","","Federal","N_PAV","Boa Vista"
"434","PB","Acesso","-","434APB1005","ENTR BR-434","JOCA CLAUDINO - ACESSO","0","3.3","3.3","PAV","","434APB1005","Federal","","","","Federal","PAV","Patos"
"434","CE","Eixo Principal","-","434BCE0100","DIV PB/CE","ENTR BR-116 (ICÓ)","0","38","38","PLA","","434BCE0100","Federal","","","","Federal","PLA",""
"434","PB","Eixo Principal","-","434BPB0010","ENTR BR-405 ( UIRAÚNA)","FIM DA TRAVESSIA URBANA DE UIRAÚNA*TRECHO MUNICIPAL*","0","0.5","0.5","PAV","","434BPB0010","Federal","","","","Federal","PAV","Patos"
"434","PB","Eixo Principal","-","434BPB0015","FIM DA TRAVESSIA URBANA DE UIRAÚNA","ACESSO A JOCA CLAUDINO","0.5","10.2","9.7","PAV","","434BPB0015","Federal","","","","Federal","PAV","Patos"
"434","PB","Eixo Principal","-","434BPB0020","ACESSO A JOCA CLAUDINO","POÇO DANTAS","10.2","19.4","9.2","PAV","","434BPB0020","Federal","","","","Federal","PAV","Patos"
"434","PB","Eixo Principal","-","434BPB0030","POÇO DANTAS","DIV PB/CE","19.4","34.4","15","PLA","","434BPB0030","Federal","","","","Federal","PLA",""
"434","PB","Contorno","-","434CPB1005","ACESSO LESTE AREIAS","ACESSO OESTE AREIAS","0","2","2","PLA","","434CPB1005","Federal","","","","Federal","PLA",""
"434","PB","Contorno","-","434CPB2005","ACESSO LESTE FAZENDA NOVA","ACESSO NORTE FAZENDA NOVA","0","2","2","PLA","","434CPB2005","Federal","","","","Federal","PLA",""
"435","RO","Eixo Principal","-","435BRO0030","ENTR BR-364 (VILHENA)","ENTR RO-485 (COLORADO DO OESTE)","0","72.1","72.1","PAV","","435BRO0030","Federal","","","","Federal","PAV","Pimenta Bueno"
"435","RO","Eixo Principal","-","435BRO0040","ENTR RO-485 (COLORADO DO OESTE)","ENTR RO-370(A) (P/CABIXI)","72.1","77.9","5.8","PAV","","435BRO0040","Federal","","","","Federal","PAV","Pimenta Bueno"
"435","RO","Eixo Principal","-","435BRO0050","ENTR RO-370(A) (P/CABIXI)","ENTR RO-487 (CEREJEIRAS)","77.9","110","32.1","PAV","","435BRO0050","Federal","","","","Federal","PAV","Pimenta Bueno"
"435","RO","Eixo Principal","-","435BRO0060","ENTR RO-487 (CEREJEIRAS)","ENTR RO-370(B) (P/CORUMBIARA)","110","122.7","12.7","PAV","","435BRO0060","Federal","","","","Federal","PAV","Pimenta Bueno"
"435","RO","Eixo Principal","-","435BRO0070","ENTR RO-370(B) (P/CORUMBIARA)","ENTR RO-497 (P/CORUMBIARA)","122.7","147.7","25","PAV","","435BRO0070","Federal","","","","Federal","PAV","Pimenta Bueno"
"435","RO","Eixo Principal","-","435BRO0085","ENTR RO-497 (P/CORUMBIARA)","ENTR RO-497 (PIMENTEIRAS DO OESTE)","147.7","159.8","12.1","PAV","","435BRO0085","Federal","","","","Federal","PAV","Pimenta Bueno"
"435","RO","Eixo Principal","-","435BRO0100","ENTR RO-497 (PIMENTEIRAS DO OESTE)","FRONT BRASIL/BOLIVIA (PIMENTEIRAS DO OESTE)","159.8","160.9","1.1","PAV","","435BRO0100","Federal","","","","Federal","PAV","Pimenta Bueno"
"436","MS","Eixo Principal","-","436BMS0010","ENTR BR-158 (APARECIDA DO TABOADO)","INÍCIO PONTE RODOFERROVIÁRIA S/ R PARANÁ","0","14.4","14.4","PAV","","436BMS0010","Convênio Adm.Federal/Estadual","","","","Federal","PAV","Três Lagoas"
"436","MS","Eixo Principal","-","436BMS0020","INÍCIO PONTE RODOFERROVIÁRIA S/ R PARANÁ","DIV MS/SP (FIM DA PONTE RODOFERROVIÁRIA S/ R PARANÁ)","14.4","18.1","3.7","DUP","","436BMS0020","Convênio Adm.Federal/Estadual","","","","Federal","PAV","Três Lagoas"
"437","CE","Eixo Principal","-","437BCE0020","DIV RN/CE","ENTR BR-116/CE-266","0","48.5","48.5","IMP","","437BCE0020","Federal","","","","Federal","N_PAV","Russas"
"437","RN","Eixo Principal","-","437BRN0010","ENTR BR-405/RN-116 (JUCURÍ)","DIV RN/CE","0","32","32","IMP","","437BRN0010","Federal","","","","Federal","N_PAV","Mossoró"
"438","RS","Eixo Principal","-","438BRS0010","ENTR BR-285 (BOM JESUS)","DIV RS/SC","0","36","36","PLA","","438BRS0010","Federal","","","","Federal","PLA",""
"438","SC","Eixo Principal","-","438BSC0030","DIV RS/SC","SÃO JOAQUIM","0","71","71","PLA","","438BSC0030","Federal","","","","Federal","PLA",""
"438","SC","Eixo Principal","-","438BSC0050","SÃO JOAQUIM","URUBICI","71","131","60","PLA","","438BSC0050","Federal","","","","Federal","PLA",""
"438","SC","Eixo Principal","-","438BSC0070","URUBICI","ENTR BR-282 (BOM RETIRO)","131","161","30","PLA","","438BSC0070","Federal","","","","Federal","PLA",""
"439","BA","Eixo Principal","-","439BBA0050","DIV ES/BA","TRÊS CORAÇÕES (TAQUARINHA)","0","16.7","16.7","PLA","","439BBA0050","Federal","","","","Federal","PLA",""
"439","BA","Eixo Principal","-","439BBA0080","TRÊS CORAÇÕES (TAQUARINHA)","DIV BA/MG","16.7","20","3.3","PLA","","439BBA0080","Federal","","","","Federal","PLA",""
"439","ES","Eixo Principal","-","439BES0010","ENTR BR-101/ES-209(A) (PEDRO CANÁRIO)","ENTR ES-209(B) (CRISTAL DO NORTE)","0","33.9","33.9","PLA","","439BES0010","Estadual","","ES-209","PAV","Estadual","PLA",""
"439","ES","Eixo Principal","-","439BES0020","ENTR ES-209(B) (CRISTAL DO NORTE)","TAQUARAS","33.9","41.1","7.2","PLA","","439BES0020","Estadual","","ES-410","LEN","Estadual","PLA",""
"439","ES","Eixo Principal","-","439BES0030","TAQUARAS","ENTR ES-410(B) (DIV ES/BA)","41.1","42.2","1.1","PLA","","439BES0030","Estadual","","ES-410","LEN","Estadual","PLA",""
"439","MG","Eixo Principal","-","439BMG0100","DIV BA/MG","ENTR BR-418 (NANUQUE)","0","16","16","PLA","","439BMG0100","Federal","","","","Federal","PLA",""
"440","MG","Eixo Principal","-","440BMG0005","ENTR BR-040 (JUIZ DE FORA)","INÍCIO DA DUPLICAÇÃO","0","0.5","0.5","LEN","EOI","440BMG0005","Federal","","","","Federal","N_PAV","Juiz de Fora"
"440","MG","Eixo Principal","-","440BMG0010","INÍCIO DA DUPLICAÇÃO","FIM DA DUPLICAÇÃO","0.5","3.9","3.4","DUP","","440BMG0010","Federal","","","","Federal","PAV","Juiz de Fora"
"440","MG","Eixo Principal","-","440BMG0015","FIM DA DUPLICAÇÃO","FIM DA IMPLANTAÇÃO","3.9","5.5","1.6","PAV","","440BMG0015","Federal","","","","Federal","PAV","Juiz de Fora"
"440","MG","Eixo Principal","-","440BMG0020","FIM DA IMPLANTAÇÃO","ENTR BR-267/MG-353 (JUIZ DE FORA)","5.5","9","3.5","PLA","","440BMG0020","Federal","","","","Federal","PLA",""
"441","PA","Eixo Principal","-","441BPA0100","REDENÇÃO","DIV PA/TO","0","100","100","PLA","","441BPA0100","Federal","","","","Federal","PLA",""
"441","TO","Eixo Principal","-","441BTO0200","DIV PA/TO","GOIATINS","0","200","200","PLA","","441BTO0200","Federal","","","","Federal","PLA",""
"447","ES","Eixo Principal","-","447BES0010","ENTR BR-262","ENTR ROD. LESTE/OESTE","0","4.3","4.3","LEN","EOI","447BES0010","Federal","","","","Federal","N_PAV","Vitória"
"447","ES","Eixo Principal","-","447BES0015","ENTR ROD. LESTE/OESTE","ENTR ES-060 (ROD DARLY SANTOS)","4.3","10.8","6.5","PLA","","447BES0015","Estadual","","ES-471","DUP","Estadual","PLA",""
"447","ES","Eixo Principal","-","447BES0020","ENTR ES-060 (ROD DARLY SANTOS)","ENTR ROD CARLOS LINDEMBERG","10.8","13.9","3.1","PLA","","447BES0020","Estadual","","ES-060","DUP","Estadual","PLA",""
"447","ES","Eixo Principal","-","447BES0030","ENTR ROD CARLOS LINDEMBERG","INÍCIO PONTE S/ RIO ARIBIRI","13.9","15.7","1.8","PAV","","447BES0030","Federal","","","","Federal","PAV","Vitória"
"447","ES","Eixo Principal","-","447BES0035","INÍCIO PONTE S/ RIO ARIBIRI","FIM PONTE S/ RIO ARIBIRI","15.7","15.8","0.1","PAV","","447BES0035","Federal","","","","Federal","PAV","Vitória"
"447","ES","Eixo Principal","-","447BES0040","FIM PONTE S/ RIO ARIBIRI","TERMINAL DE CAPUABA","15.8","16.3","0.5","PLA","","447BES0040","Estadual","","ES-447","PAV","Estadual","PLA",""
"448","RS","Eixo Principal","-","448BRS0010","ENTR BR-116/RS-118","INÍCIO DA CONCESSÃO","0","0.6","0.6","DUP","","448BRS0010","Federal","","","","Federal","PAV","São Leopoldo"
"448","RS","Eixo Principal","-","448BRS0012","INÍCIO DA CONCESSÃO","ENTR BR-116(CONTORNO) (CANOAS)","0.6","6.8","6.2","DUP","","448BRS0012","Concessão Federal","","","","Federal","PAV","São Leopoldo"
"448","RS","Eixo Principal","Coinc","448BRS0015","ENTR BR-116(CONTORNO) (CANOAS)","ENTR BR-386 (CANOAS)","6.8","9.7","2.9","DUP","","116CRS1012;448BRS0015","Concessão Federal","","","","Federal","PAV","São Leopoldo"
"448","RS","Eixo Principal","Coinc","448BRS0020","ENTR BR-386 (CANOAS)","ENTR BR-116(B)/290 (PORTO ALEGRE)(CONT NORTE RMA P ALEGRE)","9.7","22.3","12.6","DUP","","116CRS1015;448BRS0020","Concessão Federal","","","","Federal","PAV","São Leopoldo"
"450","DF","Eixo Principal","-","450BDF0010","ENTR BR-010/020/030/DF-003(A) (PARQUE RODOVIÁRIO DER-DF)","ENTR DF-007 (GRANJA DO TORTO)","0","5.2","5.2","PLA","","450BDF0010","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0030","ENTR DF-007 (GRANJA DO TORTO)","ENTR DF-009 (ACESSO AO PARQUE DE EXPOSIÇÕES)","5.2","6.7","1.5","PLA","","450BDF0030","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0050","ENTR DF-009 (ACESSO AO PARQUE DE EXPOSIÇÕES)","ACESSO À ASA NORTE","6.7","8.6","1.9","PLA","","450BDF0050","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0070","ACESSO À ASA NORTE","ACESSO AO SETOR DE ARMAZENAMENTO","8.6","10.9","2.3","PLA","","450BDF0070","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0090","ACESSO AO SETOR DE ARMAZENAMENTO","EIXO MONUMENTAL","10.9","13.3","2.4","PLA","","450BDF0090","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0110","EIXO MONUMENTAL","ENTR DF-095 (EPCL)","13.3","14.4","1.1","PLA","","450BDF0110","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0130","ENTR DF-095 (EPCL)","ENTR DF-085 (EPTG)","14.4","17.2","2.8","PLA","","450BDF0130","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0150","ENTR DF-085 (EPTG)","ENTR DF-051 (EPGU)","17.2","20.6","3.4","PLA","","450BDF0150","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0170","ENTR DF-051 (EPGU)","ENTR DF-075 (EPNB)","20.6","23","2.4","PLA","","450BDF0170","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0190","ENTR DF-075 (EPNB)","ENTR DF-025 (EPDB)","23","24.4","1.4","PLA","","450BDF0190","Distrital","","DF-003","DUP","Distrital","PLA",""
"450","DF","Eixo Principal","-","450BDF0210","ENTR DF-025 (EPDB)","ENTR DF-055","24.4","25.3","0.9","PLA","","450BDF0210","Distrital","","DF-003","DUP","Distrital","PLA",""
